gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000105400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105401	0.00	1.01	1.04	0.00	0.00	0.00	0.99	0.98
ENSMUSG00000105402	2.60	0.92	8.52	5.13	6.62	3.57	0.00	0.00
ENSMUSG00000105403	2.82	4.01	3.08	0.98	6.25	0.00	0.00	2.09
ENSMUSG00000105404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105406	0.00	0.00	2.14	0.00	1.03	0.00	0.00	0.00
ENSMUSG00000105407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105408	24.50	15.56	30.34	29.35	34.45	22.03	11.64	13.97
ENSMUSG00000105409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105412	8.67	10.06	10.40	10.71	7.33	18.52	11.78	12.67
ENSMUSG00000105413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105416	2345.77	2511.37	2035.19	2891.26	2521.14	2507.37	2768.31	1670.05
ENSMUSG00000105418	0.00	0.00	0.00	1.50	0.00	1.96	0.00	1.98
ENSMUSG00000105419	124.81	109.73	94.29	132.39	137.50	108.55	117.43	58.37
ENSMUSG00000105420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105421	0.00	1.00	1.02	1.97	2.06	0.00	0.00	0.00
ENSMUSG00000105422	74.89	120.96	81.89	90.98	82.64	102.54	88.59	39.33
ENSMUSG00000105423	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105425	3.81	4.81	1.57	13.05	8.12	3.34	6.86	1.51
ENSMUSG00000105426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105429	47.19	48.09	47.36	79.09	42.02	53.90	25.68	49.71
ENSMUSG00000105430	2.82	8.06	2.08	13.72	3.16	6.75	3.94	2.98
ENSMUSG00000105431	85.72	52.09	50.20	81.29	68.03	76.08	79.48	31.91
ENSMUSG00000105432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105434	157.13	172.68	119.85	190.52	250.10	204.04	210.49	189.54
ENSMUSG00000105435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105437	2.86	0.00	1.04	0.97	0.00	0.98	0.00	0.00
ENSMUSG00000105438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105439	0.00	1.97	0.00	3.01	0.00	0.00	0.00	0.00
ENSMUSG00000105440	81.04	115.46	105.33	166.05	138.35	140.00	129.97	95.54
ENSMUSG00000105441	0.00	0.00	0.00	0.98	0.00	0.97	0.00	1.01
ENSMUSG00000105442	24.56	41.34	21.88	30.96	36.32	25.64	37.19	26.81
ENSMUSG00000105443	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105444	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000105445	270.80	338.38	189.36	418.55	221.80	308.18	318.20	200.02
ENSMUSG00000105446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105447	8.74	19.92	13.54	17.96	14.61	9.35	17.76	7.95
ENSMUSG00000105448	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00
ENSMUSG00000105449	310.11	351.99	316.58	434.41	377.78	306.04	338.04	242.97
ENSMUSG00000105450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105452	0.00	0.00	0.00	0.00	1.03	0.00	2.97	0.00
ENSMUSG00000105453	62.06	73.31	72.36	87.96	71.62	85.40	60.07	37.99
ENSMUSG00000105454	1346.33	1638.16	1366.35	1829.57	1480.72	1261.56	1626.66	967.56
ENSMUSG00000105455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105456	14.20	8.05	14.63	21.52	21.81	4.87	13.70	13.89
ENSMUSG00000105457	69.71	47.73	44.15	108.08	58.69	61.95	68.63	50.40
ENSMUSG00000105458	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105459	1.87	0.00	3.00	2.02	1.02	0.00	1.99	2.04
ENSMUSG00000105460	31.69	20.01	13.95	21.06	15.66	34.74	23.35	19.27
ENSMUSG00000105461	0.00	1.01	4.18	4.89	3.11	2.94	3.91	1.95
ENSMUSG00000105462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105466	30.02	27.14	25.95	37.21	44.41	36.08	33.47	24.39
ENSMUSG00000105467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105469	147.22	162.78	147.29	150.29	132.78	132.12	163.06	93.51
ENSMUSG00000105470	49.34	63.57	40.55	40.98	53.24	51.46	60.81	38.66
ENSMUSG00000105471	442.53	525.44	385.26	542.40	472.02	500.39	530.74	307.36
ENSMUSG00000105472	57.01	56.20	55.09	90.75	58.74	52.41	62.04	46.70
ENSMUSG00000105473	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105475	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105476	772.09	847.90	798.18	1166.08	882.88	754.49	980.78	615.48
ENSMUSG00000105477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105478	3.78	4.02	4.17	12.11	13.56	6.81	7.86	3.97
ENSMUSG00000105479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105481	1.89	1.00	1.04	0.98	2.07	0.97	1.98	0.00
ENSMUSG00000105482	9.95	10.93	7.22	21.19	2.08	7.78	0.99	8.59
ENSMUSG00000105483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105484	2.90	0.00	3.07	4.87	2.09	0.00	1.97	1.97
ENSMUSG00000105485	207.61	193.48	145.97	256.12	206.34	184.91	218.52	130.43
ENSMUSG00000105486	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105488	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105489	68.05	96.14	84.24	99.30	89.63	81.30	76.53	88.08
ENSMUSG00000105490	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105492	0.00	4.96	4.11	0.00	0.00	4.82	0.00	1.00
ENSMUSG00000105493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105494	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105495	95.38	69.32	69.17	88.56	90.78	65.32	78.59	35.49
ENSMUSG00000105496	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105500	10.69	11.95	9.14	16.72	13.07	10.85	10.97	7.01
ENSMUSG00000105501	113.43	115.08	106.41	186.00	123.37	121.74	140.78	61.13
ENSMUSG00000105502	5.81	4.98	8.46	4.93	9.28	12.78	6.83	1.93
ENSMUSG00000105503	2.85	4.01	3.11	10.88	5.06	2.95	6.85	4.03
ENSMUSG00000105504	96.31	141.62	80.04	174.46	106.72	91.08	112.33	81.46
ENSMUSG00000105505	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105506	4.95	20.18	3.09	12.46	6.26	8.94	5.89	3.82
ENSMUSG00000105507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105508	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105509	39.24	30.44	35.43	47.40	35.23	45.34	27.51	24.50
ENSMUSG00000105510	13.61	36.22	16.59	33.01	19.94	23.44	16.61	23.29
ENSMUSG00000105511	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105512	2.78	4.96	8.19	9.00	5.22	4.70	6.96	3.13
ENSMUSG00000105513	0.00	0.00	0.00	0.99	0.00	1.96	0.00	0.00
ENSMUSG00000105514	9.54	28.09	29.57	27.52	19.61	23.42	36.54	17.04
ENSMUSG00000105515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105516	162.49	195.52	176.89	277.86	149.60	169.40	202.88	145.70
ENSMUSG00000105517	37.95	33.20	27.81	34.95	40.19	27.29	43.58	21.02
ENSMUSG00000105518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105519	71.45	95.86	90.50	113.06	69.59	78.45	101.34	86.42
ENSMUSG00000105520	19.04	9.08	13.51	33.18	12.55	11.66	12.74	3.95
ENSMUSG00000105521	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105523	0.00	1.01	0.00	1.95	0.00	0.98	0.00	0.00
ENSMUSG00000105524	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105526	249.51	293.26	217.25	335.47	226.54	221.39	237.89	140.79
ENSMUSG00000105527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105528	56.33	47.03	72.66	68.21	84.75	53.57	60.77	63.93
ENSMUSG00000105529	0.00	0.00	2.08	0.00	3.00	0.99	0.00	0.00
ENSMUSG00000105530	431.52	508.95	372.39	600.14	423.61	438.49	502.64	283.64
ENSMUSG00000105531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105532	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105534	0.96	3.00	1.03	1.97	3.06	0.98	0.00	0.98
ENSMUSG00000105535	0.97	0.00	0.00	1.95	0.00	0.97	0.00	0.00
ENSMUSG00000105536	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105537	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105541	5.61	11.02	9.30	15.94	9.20	7.74	4.92	7.13
ENSMUSG00000105542	6.59	9.11	4.17	10.79	6.18	6.85	11.80	0.00
ENSMUSG00000105543	44.00	39.10	25.92	62.14	29.49	37.10	52.21	12.97
ENSMUSG00000105544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105545	168.57	211.98	131.70	225.02	166.28	161.31	217.67	110.99
ENSMUSG00000105546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105547	0.96	2.00	4.16	0.00	2.03	0.00	0.99	0.00
ENSMUSG00000105548	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105549	1578.60	1838.10	1378.82	1950.39	1654.47	1621.16	1878.68	1131.38
ENSMUSG00000105550	8.61	10.06	3.12	5.89	6.18	4.89	7.86	3.93
ENSMUSG00000105551	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105552	7.11	12.27	9.61	14.24	6.64	7.20	10.29	1.80
ENSMUSG00000105553	26.71	14.47	6.82	21.71	15.46	18.46	15.73	7.93
ENSMUSG00000105554	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105556	116.95	146.89	113.33	163.04	120.85	113.84	137.98	100.19
ENSMUSG00000105557	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105558	1.91	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000105559	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105560	28.64	51.26	70.46	67.66	62.05	48.85	64.02	27.62
ENSMUSG00000105561	196.71	177.31	193.44	237.00	200.95	213.58	190.35	139.65
ENSMUSG00000105562	0.00	1.00	0.00	1.99	0.00	0.00	0.98	0.00
ENSMUSG00000105563	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105564	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105565	7.85	24.13	9.83	11.18	8.29	2.88	16.35	6.97
ENSMUSG00000105566	0.00	0.00	2.04	0.00	0.00	0.00	0.00	1.04
ENSMUSG00000105567	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105568	126.97	154.49	126.39	197.30	122.02	146.67	176.71	94.99
ENSMUSG00000105569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105570	2.99	5.01	0.00	3.90	2.99	2.97	1.97	1.00
ENSMUSG00000105571	64.17	85.35	66.95	85.63	91.13	75.20	95.89	66.41
ENSMUSG00000105572	189.79	216.07	191.92	206.92	179.22	209.58	206.65	116.20
ENSMUSG00000105573	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105574	141.22	167.56	131.76	208.57	136.96	150.89	173.55	106.63
ENSMUSG00000105575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105577	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105578	179.78	157.40	162.42	215.98	188.27	132.74	170.55	113.70
ENSMUSG00000105579	1.88	1.01	1.04	2.95	0.00	0.00	0.98	0.00
ENSMUSG00000105580	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105583	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000105584	22.01	13.12	38.38	23.47	30.16	15.56	17.65	12.82
ENSMUSG00000105585	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105586	154.94	174.81	138.65	188.02	151.69	179.84	177.55	107.14
ENSMUSG00000105588	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105589	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105590	23.54	29.11	30.03	31.44	16.63	23.36	25.58	29.98
ENSMUSG00000105591	0.00	1.00	0.00	0.00	1.03	0.00	0.00	0.00
ENSMUSG00000105592	13.41	25.23	16.44	24.36	27.19	29.14	11.84	14.80
ENSMUSG00000105593	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00
ENSMUSG00000105594	24.35	16.18	32.10	32.16	17.46	23.75	45.30	10.70
ENSMUSG00000105595	0.00	1.00	0.00	0.00	1.01	3.00	0.00	0.00
ENSMUSG00000105596	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98
ENSMUSG00000105597	5.76	15.06	24.06	23.58	25.17	19.36	23.62	4.84
ENSMUSG00000105598	24.24	22.06	17.74	26.75	24.76	41.22	40.22	17.48
ENSMUSG00000105599	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105600	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105601	113.33	158.96	118.51	161.00	141.88	158.05	162.13	134.05
ENSMUSG00000105602	3.87	4.02	0.00	6.02	2.04	4.49	4.93	7.02
ENSMUSG00000105603	0.00	1.00	0.00	0.99	2.06	0.00	0.00	0.00
ENSMUSG00000105604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105607	13.19	17.04	15.76	20.74	20.76	15.52	17.62	12.88
ENSMUSG00000105608	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105609	2.03	2.05	6.07	8.64	3.18	7.08	7.65	2.10
ENSMUSG00000105610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105611	0.96	5.02	1.03	4.86	3.13	4.91	0.98	0.00
ENSMUSG00000105612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105613	78.66	97.85	78.58	90.88	70.47	72.57	70.29	47.53
ENSMUSG00000105614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105615	0.00	1.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105617	1.18	0.00	0.00	0.00	0.00	1.05	0.00	0.00
ENSMUSG00000105618	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105619	2.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSMUSG00000105620	1390.91	1573.18	1172.65	1800.58	1286.03	1252.20	1555.12	900.67
ENSMUSG00000105621	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105622	20.10	27.18	8.39	37.33	15.60	38.91	26.43	20.45
ENSMUSG00000105624	95.77	113.90	82.45	140.27	132.55	125.39	184.49	97.02
ENSMUSG00000105625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105627	0.00	3.03	0.00	0.99	0.00	0.00	0.99	0.00
ENSMUSG00000105628	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105632	62.80	86.21	71.53	93.94	55.02	81.81	82.24	69.65
ENSMUSG00000105633	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105634	0.00	1.99	2.05	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105636	18.89	16.14	13.60	17.66	11.44	12.66	11.74	7.91
ENSMUSG00000105637	81.15	98.63	51.68	85.46	64.28	53.77	77.03	41.84
ENSMUSG00000105638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105639	0.96	4.03	0.00	1.96	0.00	0.98	2.98	0.00
ENSMUSG00000105640	2.94	1.99	0.00	0.00	0.00	1.96	0.97	0.00
ENSMUSG00000105641	1.01	1.03	1.08	2.40	3.18	1.05	1.05	0.00
ENSMUSG00000105642	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105643	187.54	261.54	182.49	261.75	218.35	213.26	267.66	172.59
ENSMUSG00000105644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105646	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105647	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105648	1.03	4.32	0.00	0.00	2.23	0.79	0.00	0.00
ENSMUSG00000105649	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105651	3.87	9.02	2.08	5.90	3.05	0.00	7.83	1.98
ENSMUSG00000105652	38.01	44.62	40.44	65.08	43.00	36.55	79.31	25.94
ENSMUSG00000105653	33.11	71.59	27.91	60.82	32.44	50.05	48.16	21.29
ENSMUSG00000105654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105655	36.69	43.22	30.12	47.79	31.26	48.61	48.09	30.35
ENSMUSG00000105656	10.40	13.94	11.25	27.79	14.61	11.60	16.87	23.99
ENSMUSG00000105657	125.59	105.40	128.63	143.86	98.52	118.36	157.61	110.34
ENSMUSG00000105658	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105659	51.63	32.17	31.36	56.12	41.48	31.20	40.18	34.18
ENSMUSG00000105660	0.00	2.00	0.00	0.00	0.00	1.96	0.00	0.00
ENSMUSG00000105661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105662	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105663	1296.95	1428.66	1072.78	1518.03	1347.62	1113.68	1420.68	868.79
ENSMUSG00000105664	0.00	0.00	0.00	0.00	0.00	1.92	2.94	1.02
ENSMUSG00000105665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105668	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105669	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105670	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105671	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000105672	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105673	1.91	0.00	0.00	0.00	0.00	1.97	0.99	0.99
ENSMUSG00000105674	2.63	0.00	4.15	2.14	2.08	2.91	6.60	2.75
ENSMUSG00000105675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105676	24.03	38.29	34.37	35.42	29.31	19.82	54.60	23.69
ENSMUSG00000105677	112.38	109.61	123.78	133.88	115.08	114.18	149.57	86.99
ENSMUSG00000105678	0.00	0.00	0.00	0.98	4.17	0.98	0.99	0.00
ENSMUSG00000105679	47.22	34.09	36.16	58.88	27.20	40.86	34.35	32.80
ENSMUSG00000105680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105681	7.58	7.02	5.24	12.86	6.15	4.86	3.91	2.99
ENSMUSG00000105682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105683	80.19	109.84	77.81	74.45	101.58	82.73	88.91	49.45
ENSMUSG00000105684	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105686	37.98	42.31	23.75	34.23	25.05	24.28	44.26	20.87
ENSMUSG00000105687	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105688	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105689	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105690	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000105691	29.01	37.70	34.87	41.29	46.10	32.20	42.41	30.65
ENSMUSG00000105692	419.87	485.80	464.23	660.93	613.57	478.15	570.70	401.66
ENSMUSG00000105693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105694	23.74	66.50	34.28	65.19	34.83	31.02	47.24	36.37
ENSMUSG00000105695	39.92	86.53	58.26	82.24	92.21	75.90	81.55	52.98
ENSMUSG00000105696	0.00	0.00	7.26	0.00	0.00	0.00	2.92	0.00
ENSMUSG00000105697	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105698	4.79	7.69	11.76	8.19	8.73	9.36	0.96	6.65
ENSMUSG00000105699	6.75	4.02	5.15	7.79	1.05	3.89	1.97	6.84
ENSMUSG00000105700	815.21	968.82	738.35	1077.72	795.59	791.69	952.87	554.72
ENSMUSG00000105701	0.00	14.05	7.28	6.85	10.30	10.78	6.85	10.90
ENSMUSG00000105702	1.91	0.00	1.04	0.97	0.00	0.00	0.00	0.00
ENSMUSG00000105703	20184.92	28192.44	22209.94	33916.86	29644.09	23920.27	28296.00	21974.58
ENSMUSG00000105704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105707	139.06	194.93	151.70	190.25	123.41	128.13	174.44	112.41
ENSMUSG00000105708	6.05	11.62	40.97	17.81	11.24	9.00	23.58	11.29
ENSMUSG00000105709	41.41	54.44	45.92	54.81	44.54	46.34	49.57	42.82
ENSMUSG00000105710	74.20	112.87	100.41	128.58	109.96	88.63	112.81	86.22
ENSMUSG00000105711	33.95	17.93	14.78	19.84	7.18	21.64	15.63	6.72
ENSMUSG00000105712	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105713	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105716	1.89	0.00	2.07	2.96	1.03	0.00	0.00	0.00
ENSMUSG00000105717	130.04	136.63	102.04	147.25	120.65	119.71	94.58	100.59
ENSMUSG00000105718	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105719	32.98	28.06	15.68	32.64	37.92	28.12	19.64	26.12
